"","id","t0","L1","L2","L3","A","Y"
"129",19,2,"2",-1.4921566746227,10,1,NA
"130",19,3,"2",-1.57802241114789,10,1,NA
"131",19,4,"2",-1.54386387527546,10,1,NA
"132",19,5,"2",-1.35727227384466,10,0,NA
"133",19,6,"2",0.477313374794039,10,0,-2.5138495636326
"134",20,0,"2",0.406494789106381,7,1,NA
"135",20,1,"3",-1.4134464256378,7,1,NA
"136",20,2,"2",-1.44611848922912,7,1,NA
"137",20,3,"2",-1.54330988076369,7,1,NA
"138",20,4,"3",-1.51365993427526,7,1,NA
"139",20,5,"3",-1.51286218878926,7,1,NA
"140",20,6,"2",-1.36108132889556,7,1,-4.78446784271088
"141",21,0,"2",0.402340765693365,7,0,NA
"142",21,1,"3",0.482780370493809,7,1,NA
"143",21,2,"2",-1.56860786369686,7,1,NA
"144",21,3,"3",-1.48046593298192,7,0,NA
"145",21,4,"2",0.374701806257754,7,1,NA
"146",21,5,"3",-1.48128113549258,7,1,NA
"147",21,6,"3",-1.48887681686402,7,1,-5.28667067614381
"148",22,0,"3",0.546584413031471,10,0,NA
"149",22,1,"1",0.508130431514414,10,1,NA
"150",22,2,"3",-1.40948983286392,10,1,NA
"151",22,3,"3",-1.31544465307043,10,0,NA
"152",22,4,"2",0.463818983807456,10,1,NA
"153",22,5,"2",-1.57180276867055,10,1,NA
"154",22,6,"3",-1.41760441443302,10,1,-5.28634992052012
"155",23,0,"2",0.522176028004101,8,1,NA
"156",23,1,"2",-1.49133185188402,8,1,NA
"157",23,2,"3",-1.66391990877801,8,1,NA
"158",23,3,"2",-1.68659053858742,8,1,NA
"159",23,4,"2",-1.41498446139783,8,0,NA
"160",23,5,"2",0.421494326164835,8,1,NA
"161",23,6,"2",-1.56160193547263,8,1,-4.51958836372639
"162",24,0,"2",0.578833743116687,5,1,NA
"163",24,1,"3",-1.50728270867185,5,1,NA
"164",24,2,"1",-1.69093833468776,5,1,NA
"165",24,3,"3",-1.65330681427842,5,1,NA
"166",24,4,"2",-1.50181233512441,5,1,NA
"167",24,5,"2",-1.5348066577002,5,1,NA
"168",24,6,"2",-1.47492383068925,5,1,-4.72497387886448
"169",25,0,"2",0.63174578296184,5,1,NA
"170",25,1,"3",-1.48919516231379,5,1,NA
"171",25,2,"3",-1.30161049805859,5,1,NA
"172",25,3,"2",-1.40224185500383,5,1,NA
"173",25,4,"3",-1.54195564822788,5,1,NA
"174",25,5,"1",-1.52779516576138,5,1,NA
"175",25,6,"3",-1.47705049749754,5,1,-5.71682216723034
"176",26,0,"2",0.430893509597786,6,0,NA
"177",26,1,"1",0.472879933365185,6,1,NA
"178",26,2,"2",-1.5024800692003,6,1,NA
"179",26,3,"1",-1.57228059699187,6,1,NA
"180",26,4,"2",-1.47242736786211,6,1,NA
"181",26,5,"2",-1.57146140932655,6,1,NA
"182",26,6,"1",-1.37810158608866,6,0,-1.70274782728901
"183",27,0,"3",0.45110536051067,10,1,NA
"184",27,1,"2",-1.32891454353129,10,0,NA
"185",27,2,"1",0.510784681204208,10,1,NA
"186",27,3,"2",-1.36348727808018,10,1,NA
"187",27,4,"2",-1.37484721984159,10,1,NA
"188",27,5,"1",-1.41397328857958,10,1,NA
"189",27,6,"2",-1.49560270365142,10,1,-4.56348677961314
"190",28,0,"2",0.634180391840278,8,1,NA
"191",28,1,"1",-1.35054720405938,8,0,NA
"192",28,2,"1",0.402258450826958,8,1,NA
"193",28,3,"1",-1.53749197459299,8,1,NA
"194",28,4,"2",-1.50753591247296,8,1,NA
"195",28,5,"2",-1.49166352423321,8,1,NA
"196",28,6,"2",-1.45560642315482,8,1,-4.59764908574196
"197",29,0,"2",0.454616261846272,5,1,NA
"198",29,1,"3",-1.4182535749073,5,1,NA
"199",29,2,"2",-1.44905461073531,5,1,NA
"200",29,3,"3",-1.43145706343899,5,1,NA
"201",29,4,"2",-1.48267124627618,5,1,NA
"202",29,5,"2",-1.45060388217944,5,1,NA
"203",29,6,"3",-1.39484246353278,5,1,-5.43138409358829
"204",30,0,"2",0.254057256920869,6,0,NA
"205",30,1,"2",0.511084498376152,6,1,NA
"206",30,2,"2",-1.56917099336026,6,1,NA
"207",30,3,"3",-1.3907419820462,6,1,NA
"208",30,4,"2",-1.43950426951421,6,1,NA
"209",30,5,"1",-1.5614321954577,6,0,NA
"210",30,6,"2",0.6069013159034,6,1,-4.6318166438837
"211",31,0,"2",0.35614058238184,9,1,NA
"212",31,1,"2",-1.50261784047756,9,1,NA
"213",31,2,"3",-1.40458921693925,9,1,NA
"214",31,3,"3",-1.48876233526845,9,1,NA
"215",31,4,"2",-1.69849503928191,9,1,NA
"216",31,5,"1",-1.45256313204158,9,1,NA
"217",31,6,"3",-1.79334514801719,9,1,-5.41710794054752
"218",32,0,"2",0.609906827822366,7,0,NA
"219",32,1,"2",0.433516031322198,7,1,NA
"220",32,2,"2",-1.47588064341434,7,1,NA
"221",32,3,"2",-1.35804098336193,7,1,NA
"222",32,4,"2",-1.61221072554202,7,1,NA
"223",32,5,"2",-1.38443969589896,7,1,NA
"224",32,6,"2",-1.65845633233522,7,0,-2.66351182632252
"225",33,0,"1",0.463205787958544,9,1,NA
"226",33,1,"3",-1.51775562051383,9,0,NA
"227",33,2,"3",0.411348611401614,9,1,NA
"228",33,3,"1",-1.49879353347278,9,1,NA
"229",33,4,"2",-1.39675160746989,9,1,NA
"230",33,5,"2",-1.46809511968805,9,1,NA
"231",33,6,"1",-1.5186471942849,9,1,-3.67220348197045
"232",34,0,"1",0.44037078453914,6,1,NA
"233",34,1,"3",-1.51676681898857,6,1,NA
"234",34,2,"2",-1.41899095992736,6,1,NA
"235",34,3,"2",-1.27458545707534,6,1,NA
"236",34,4,"3",-1.56630668482606,6,1,NA
"237",34,5,"3",-1.46363859228757,6,1,NA
"238",34,6,"2",-1.52744874585917,6,1,-4.79671367937183
"239",35,0,"3",0.429447513686097,5,1,NA
"240",35,1,"3",-1.5055133437083,5,1,NA
"241",35,2,"1",-1.47890302058539,5,0,NA
"242",35,3,"2",0.537764276069046,5,1,NA
"243",35,4,"2",-1.58191283447364,5,1,NA
"244",35,5,"1",-1.50242394826523,5,1,NA
"245",35,6,"2",-1.5897857344628,5,0,-2.61091620257583
"246",36,0,"2",0.341221086394132,5,1,NA
"247",36,1,"1",-1.49906278780221,5,0,NA
"248",36,2,"1",0.51374004608987,5,1,NA
"249",36,3,"1",-1.48873550774401,5,1,NA
"250",36,4,"3",-1.54062599189231,5,1,NA
"251",36,5,"2",-1.54088619813549,5,1,NA
"252",36,6,"2",-1.4979523285887,5,0,-2.50744607861091
"253",37,0,"3",0.653573103451566,5,1,NA
"254",37,1,"1",-1.50431660869299,5,1,NA
"255",37,2,"2",-1.52888640712044,5,0,NA
"256",37,3,"1",0.618519478967202,5,0,NA
"257",37,4,"1",0.481276719283434,5,1,NA
"258",37,5,"1",-1.47091405823733,5,1,NA
"259",37,6,"2",-1.38801791369044,5,0,-2.51016265441422
"260",38,0,"3",0.516378708551563,5,0,NA
"261",38,1,"3",0.445228275614144,5,1,NA
"262",38,2,"3",-1.58318088971473,5,1,NA
"263",38,3,"3",-1.5473696445818,5,1,NA
"264",38,4,"3",-1.5488095774097,5,1,NA
"265",38,5,"2",-1.58151237932902,5,1,NA
"266",38,6,"2",-1.36936581296365,5,0,-2.62937175815946
"267",39,0,"2",0.664836663140364,5,1,NA
"268",39,1,"2",-1.44885348159625,5,1,NA
"269",39,2,"2",-1.53077828592235,5,1,NA
"270",39,3,"2",-1.60763782113827,5,1,NA
"271",39,4,"2",-1.42675015577772,5,1,NA
"272",39,5,"3",-1.6086878721722,5,1,NA
"273",39,6,"3",-1.44770590808824,5,1,-5.35508144240244
"274",40,0,"3",0.452438732748377,5,1,NA
"275",40,1,"3",-1.41263714551382,5,1,NA
"276",40,2,"2",-1.58811483577555,5,1,NA
"277",40,3,"2",-1.56018834649451,5,1,NA
"278",40,4,"2",-1.49971278772563,5,1,NA
"279",40,5,"2",-1.29432759356589,5,0,NA
"280",40,6,"3",0.626587820570489,5,0,-3.53252201004239
"281",41,0,"1",0.41339163556843,8,1,NA
"282",41,1,"1",-1.42904424338473,8,1,NA
"283",41,2,"2",-1.51106628121054,8,0,NA
"284",41,3,"2",0.467759931667912,8,1,NA
"285",41,4,"1",-1.6626869750177,8,1,NA
"286",41,5,"3",-1.38557352148816,8,1,NA
"287",41,6,"1",-1.27242775884859,8,1,-3.54241770371624
"288",42,0,"2",0.478404394805214,8,0,NA
"289",42,1,"1",0.480818302608309,8,1,NA
"290",42,2,"2",-1.57146977584719,8,0,NA
"291",42,3,"2",0.55583219155608,8,0,NA
"292",42,4,"1",0.600794843527425,8,1,NA
"293",42,5,"2",-1.55447601997108,8,1,NA
"294",42,6,"3",-1.37589329971439,8,1,-5.42621702107304
"295",43,0,"1",0.668846154273042,9,1,NA
"296",43,1,"3",-1.50358565086551,9,1,NA
"297",43,2,"2",-1.51687408408525,9,1,NA
"298",43,3,"2",-1.3748317037376,9,1,NA
"299",43,4,"2",-1.56084477201535,9,1,NA
"300",43,5,"3",-1.57734383699252,9,1,NA
"301",43,6,"2",-1.48302729476784,9,1,-4.7882608386594
"302",44,0,"1",0.554025436483442,9,1,NA
"303",44,1,"1",-1.39088776242007,9,1,NA
"304",44,2,"3",-1.51284436453049,9,1,NA
"305",44,3,"3",-1.49033437478586,9,1,NA
"306",44,4,"1",-1.70775150880976,9,1,NA
"307",44,5,"2",-1.43556306355052,9,1,NA
"308",44,6,"2",-1.34590300983128,9,1,-4.65812575829273
"309",45,0,"3",0.421563048749325,10,1,NA
"310",45,1,"2",-1.47287648810525,10,1,NA
"311",45,2,"3",-1.49390190118154,10,1,NA
"312",45,3,"1",-1.50871199108938,10,1,NA
"313",45,4,"2",-1.38041371553071,10,1,NA
"314",45,5,"2",-1.46339053321006,10,1,NA
"315",45,6,"2",-1.61605692354999,10,0,-2.69246575462648
"316",46,0,"2",0.570005825447735,8,1,NA
"317",46,1,"2",-1.54042077179871,8,1,NA
"318",46,2,"3",-1.49960927326865,8,1,NA
"319",46,3,"2",-1.31737784712698,8,1,NA
"320",46,4,"3",-1.62173192087017,8,1,NA
"321",46,5,"2",-1.37437335278415,8,0,NA
"322",46,6,"2",0.407465102597879,8,1,-4.54170187801797
"323",47,0,"1",0.389449194466846,5,1,NA
"324",47,1,"3",-1.54019548398247,5,1,NA
"325",47,2,"2",-1.5440931154475,5,1,NA
"326",47,3,"1",-1.44036759614952,5,1,NA
"327",47,4,"3",-1.64146019123249,5,1,NA
"328",47,5,"3",-1.50758055810578,5,1,NA
"329",47,6,"3",-1.40492280077849,5,1,-5.33929695828726
"330",48,0,"2",0.611049663742406,7,1,NA
"331",48,1,"3",-1.48683246434388,7,1,NA
"332",48,2,"2",-1.58955727810493,7,1,NA
"333",48,3,"3",-1.57836527244812,7,0,NA
"334",48,4,"2",0.48086805098477,7,1,NA
"335",48,5,"3",-1.54780766816146,7,0,NA
"336",48,6,"2",0.470689004958813,7,1,-4.3980366680833
"337",49,0,"1",0.351625836614919,8,1,NA
"338",49,1,"1",-1.33288151125125,8,1,NA
"339",49,2,"3",-1.38293904289032,8,0,NA
"340",49,3,"1",0.55445416118716,8,1,NA
"341",49,4,"1",-1.37255800810081,8,1,NA
"342",49,5,"2",-1.44946741418142,8,1,NA
"343",49,6,"2",-1.34954144031137,8,0,-2.64033736238208
"344",50,0,"1",0.636243824538038,7,1,NA
"345",50,1,"3",-1.40351344032453,7,1,NA
"346",50,2,"1",-1.48558860324105,7,1,NA
"347",50,3,"2",-1.33745097887256,7,1,NA
"348",50,4,"3",-1.54861947837462,7,1,NA
"349",50,5,"3",-1.47474402615817,7,1,NA
"350",50,6,"1",-1.53907068788002,7,1,-3.95294482486364
"351",51,0,"1",0.450868289379386,9,1,NA
"352",51,1,"2",-1.54377229987694,9,1,NA
"353",51,2,"1",-1.54422584572032,9,0,NA
"354",51,3,"2",0.510062171551435,9,1,NA
"355",51,4,"3",-1.44729871513641,9,1,NA
"356",51,5,"2",-1.49428943965476,9,1,NA
"357",51,6,"2",-1.51783735314282,9,1,-4.58034676336862
"358",52,0,"3",0.499962296284501,7,1,NA
"359",52,1,"3",-1.66981620851623,7,1,NA
"360",52,2,"2",-1.60963528184134,7,0,NA
"361",52,3,"2",0.507021654850153,7,1,NA
"362",52,4,"3",-1.47389319149689,7,1,NA
"363",52,5,"1",-1.51007817961337,7,1,NA
"364",52,6,"2",-1.30591408295844,7,1,-4.6697367993434
"365",53,0,"3",0.493158699955199,8,0,NA
"366",53,1,"1",0.389029973923996,8,1,NA
"367",53,2,"3",-1.52003257953196,8,1,NA
"368",53,3,"2",-1.44385773366478,8,1,NA
"369",53,4,"2",-1.48431301569799,8,1,NA
"370",53,5,"2",-1.35128829141198,8,1,NA
"371",53,6,"2",-1.33487156443716,8,1,-4.5882057611098
"372",54,0,"3",0.411421534056356,10,1,NA
"373",54,1,"2",-1.43973306107068,10,0,NA
"374",54,2,"2",0.542935809389346,10,1,NA
"375",54,3,"3",-1.63581975610158,10,1,NA
"376",54,4,"2",-1.47425985205333,10,1,NA
"377",54,5,"3",-1.56551810965392,10,1,NA
"378",54,6,"2",-1.35246532694893,10,1,-4.62116546328659
"379",55,0,"1",0.476967258378286,10,1,NA
"380",55,1,"2",-1.48877736492075,10,1,NA
"381",55,2,"2",-1.592979444017,10,0,NA
"382",55,3,"1",0.369112138221631,10,0,NA
"383",55,4,"3",0.533123342683596,10,1,NA
"384",55,5,"2",-1.6281932295681,10,1,NA
"385",55,6,"2",-1.70549186155299,10,1,-4.71634624083171
"386",56,0,"1",0.508584110591878,10,1,NA
"387",56,1,"3",-1.51095379219117,10,1,NA
"388",56,2,"3",-1.45667043552718,10,1,NA
"389",56,3,"3",-1.55476363143247,10,1,NA
"390",56,4,"2",-1.52743529591432,10,1,NA
"391",56,5,"2",-1.38478340357976,10,1,NA
"392",56,6,"2",-1.51005260290402,10,1,-4.40753130245026
"393",57,0,"1",0.430695049876737,7,0,NA
"394",57,1,"2",0.565376316084431,7,1,NA
"395",57,2,"2",-1.642072747982,7,0,NA
"396",57,3,"3",0.500821315600933,7,1,NA
"397",57,4,"2",-1.51907059429279,7,0,NA
"398",57,5,"2",0.445183860448548,7,1,NA
"399",57,6,"3",-1.43727225031302,7,1,-5.53102019225653
"400",58,0,"3",0.491590979314327,5,1,NA
"401",58,1,"3",-1.41193041248357,5,1,NA
"402",58,2,"2",-1.5631463066107,5,1,NA
"403",58,3,"1",-1.43764278113432,5,1,NA
"404",58,4,"2",-1.67645422005194,5,1,NA
"405",58,5,"2",-1.55148251933728,5,0,NA
"406",58,6,"2",0.378450279134411,5,1,-4.74837652185324
"407",59,0,"3",0.399566146641891,5,1,NA
"408",59,1,"2",-1.44813825493891,5,1,NA
"409",59,2,"2",-1.60846398109251,5,0,NA
"410",59,3,"3",0.427569353339172,5,1,NA
"411",59,4,"3",-1.57546412791225,5,0,NA
"412",59,5,"2",0.654719598143858,5,0,NA
"413",59,6,"2",0.422990065864511,5,1,-4.53733802068682
"414",60,0,"3",0.531606187303578,8,1,NA
"415",60,1,"1",-1.66333124230428,8,0,NA
"416",60,2,"1",0.619735533432831,8,1,NA
"417",60,3,"1",-1.44366803270187,8,0,NA
"418",60,4,"1",0.524441938315622,8,1,NA
"419",60,5,"1",-1.5601922175585,8,0,NA
"420",60,6,"3",0.546447955360211,8,1,-5.35462045443632
"421",61,0,"2",0.549714027624923,8,1,NA
"422",61,1,"3",-1.3667983695755,8,1,NA
"423",61,2,"3",-1.68212076887275,8,0,NA
"424",61,3,"2",0.49126660018914,8,1,NA
"425",61,4,"3",-1.74971095199622,8,1,NA
"426",61,5,"2",-1.39750121228904,8,1,NA
"427",61,6,"3",-1.45606211219935,8,1,-5.34866616240336
"428",62,0,"1",0.453187181713938,10,1,NA
"429",62,1,"2",-1.4998714816323,10,1,NA
"430",62,2,"3",-1.45284848781157,10,1,NA
"431",62,3,"2",-1.56879855507776,10,1,NA
"432",62,4,"2",-1.44152582900182,10,1,NA
"433",62,5,"2",-1.68632805837741,10,1,NA
"434",62,6,"2",-1.40958112824883,10,1,-4.64818408005273
"435",63,0,"1",0.404739528171365,7,0,NA
"436",63,1,"2",0.703358810759444,7,1,NA
"437",63,2,"3",-1.39839444627835,7,1,NA
"438",63,3,"3",-1.43810975262154,7,0,NA
"439",63,4,"2",0.319235296694548,7,1,NA
"440",63,5,"1",-1.52619612053347,7,1,NA
"441",63,6,"2",-1.26503792043483,7,1,-4.60755696855492
"442",64,0,"3",0.589219852231482,10,1,NA
"443",64,1,"3",-1.58916079623418,10,1,NA
"444",64,2,"2",-1.63279337546528,10,1,NA
"445",64,3,"1",-1.69990953212499,10,1,NA
"446",64,4,"2",-1.60572558986639,10,1,NA
"447",64,5,"2",-1.62232462239967,10,1,NA
"448",64,6,"3",-1.54620936791959,10,1,-5.47652565455228
"449",65,0,"2",0.393403553744518,5,1,NA
"450",65,1,"3",-1.6263648653976,5,1,NA
"451",65,2,"2",-1.37725212416351,5,1,NA
"452",65,3,"2",-1.58800269649782,5,1,NA
"453",65,4,"3",-1.30142445415135,5,1,NA
"454",65,5,"3",-1.30621561996353,5,1,NA
"455",65,6,"2",-1.40387207742641,5,1,-4.68906578150981
"456",66,0,"3",0.572790971947234,5,1,NA
"457",66,1,"3",-1.50334972524263,5,1,NA
"458",66,2,"2",-1.42676332091594,5,1,NA
"459",66,3,"2",-1.57924049554904,5,0,NA
"460",66,4,"2",0.541657311380601,5,0,NA
"461",66,5,"1",0.570914901556335,5,1,NA
"462",66,6,"3",-1.70741441259978,5,1,-5.48371048571448
"463",67,0,"3",0.46233260514963,5,1,NA
"464",67,1,"1",-1.5766079642492,5,0,NA
"465",67,2,"3",0.416147663118445,5,1,NA
"466",67,3,"3",-1.54207229434601,5,0,NA
"467",67,4,"2",0.386504473860335,5,1,NA
"468",67,5,"3",-1.24692643850915,5,1,NA
"469",67,6,"3",-1.63315260560275,5,1,-5.38318680708992
"470",68,0,"3",0.551179662131512,6,1,NA
"471",68,1,"2",-1.42643915588315,6,0,NA
"472",68,2,"3",0.353794720530409,6,1,NA
"473",68,3,"2",-1.40179928664829,6,0,NA
"474",68,4,"2",0.492803489315496,6,0,NA
"475",68,5,"3",0.479656585690677,6,1,NA
"476",68,6,"1",-1.55754192011787,6,1,-3.63593105370679
"477",69,0,"2",0.402054670554029,10,1,NA
"478",69,1,"1",-1.43827971826721,10,1,NA
"479",69,2,"1",-1.6148526993134,10,1,NA
"480",69,3,"1",-1.36795721315766,10,1,NA
"481",69,4,"2",-1.3677164398592,10,1,NA
"482",69,5,"2",-1.29604718435254,10,1,NA
"483",69,6,"3",-1.44212119575444,10,1,-5.38050398454663
"484",70,0,"1",0.480430269818781,5,1,NA
"485",70,1,"2",-1.51212714464641,5,1,NA
"486",70,2,"2",-1.38174836571358,5,0,NA
"487",70,3,"3",0.47312860999815,5,0,NA
"488",70,4,"2",0.480380753377211,5,1,NA
"489",70,5,"2",-1.39792484275278,5,0,NA
"490",70,6,"1",0.333619485091822,5,0,-1.74222853232091
"491",71,0,"3",0.452639173105457,8,1,NA
"492",71,1,"1",-1.53208958652515,8,1,NA
"493",71,2,"2",-1.67244258244529,8,1,NA
"494",71,3,"2",-1.47244941292677,8,0,NA
"495",71,4,"2",0.49696726141122,8,1,NA
"496",71,5,"3",-1.47312105470739,8,0,NA
"497",71,6,"1",0.449660879720429,8,0,-1.86696032539607
"498",72,0,"3",0.434140463360967,6,1,NA
"499",72,1,"1",-1.51696763523154,6,1,NA
"500",72,2,"2",-1.44544364886819,6,1,NA
"501",72,3,"2",-1.46302534513299,6,1,NA
"502",72,4,"3",-1.53672417562167,6,1,NA
"503",72,5,"2",-1.50367642892126,6,1,NA
"504",72,6,"3",-1.45275727021704,6,1,-5.49674949720406
"505",73,0,"2",0.514899184931509,7,0,NA
"506",73,1,"1",0.612572723715869,7,0,NA
"507",73,2,"1",0.524563051612041,7,1,NA
"508",73,3,"3",-1.27168628456108,7,0,NA
"509",73,4,"2",0.666713143124761,7,1,NA
"510",73,5,"3",-1.59618361606169,7,1,NA
"511",73,6,"2",-1.47352741878402,7,1,-4.70919043657687
"512",74,0,"1",0.410929555648955,6,1,NA
"513",74,1,"2",-1.41147266512659,6,1,NA
"514",74,2,"2",-1.66242763978947,6,1,NA
"515",74,3,"3",-1.42963115882236,6,1,NA
"516",74,4,"2",-1.51638824212721,6,1,NA
"517",74,5,"3",-1.44475011196353,6,1,NA
"518",74,6,"2",-1.3507591641265,6,1,-4.61745229816681
"519",75,0,"1",0.552437959647795,5,1,NA
"520",75,1,"1",-1.48353082712704,5,0,NA
"521",75,2,"1",0.590317171822344,5,1,NA
"522",75,3,"1",-1.45684347030349,5,1,NA
"523",75,4,"2",-1.61143144952191,5,1,NA
"524",75,5,"2",-1.47532646773345,5,1,NA
"525",75,6,"2",-1.48623438643069,5,0,-2.58925902974608
